descretePN	verb	PN
ポジ（評価）	特別 です	0.146759
ポジ（評価）	特別 だ	0.146759
ネガ（評価）	茫洋 です	0.143803
ネガ（評価）	茫洋 だ	0.143803
ポジ（評価）	適宜 です	0.13991099999999998
ポジ（評価）	適宜 だ	0.13991099999999998
ポジ（評価）	自若 です	0.134278
ポジ（評価）	自若 の	0.134278
ポジ（評価）	自若 だ	0.134278
ポジ（評価）	泰然 自若 です	0.1332065
ポジ（評価）	泰然 自若 だ	0.1332065
ポジ（評価）	泰然 自若 の	0.1332065
ポジ（評価）	盤石 の	0.130113
ポジ（評価）	盤石 です	0.130113
ポジ（評価）	盤石 だ	0.130113
ポジ（評価）	眺める こと は できる	0.129779
ポジ（評価）	眺める こと が できる	0.129779
ネガ（経験）	やむない	0.12928699999999999
ポジ（評価）	金城鉄壁 と	0.128836
ポジ（評価）	大人 っぽい	0.12468
ポジ（評価）	実直 と	0.12407149999999999
ポジ（評価）	高雅 と	0.12240200000000002
ポジ（評価）	豪放 と	0.12201450000000001
ポジ（評価）	廉潔 だ	0.12135599999999999
ポジ（評価）	廉潔 です	0.12135599999999999
ポジ（評価）	廉潔 の	0.12135599999999999
ポジ（評価）	売れ て いる	0.119629
ネガ（評価）	センス が ない	0.11678699999999999
ネガ（評価）	根無し だ	0.116371
ネガ（評価）	根無し です	0.116371
ネガ（評価）	根無し の	0.116371
ネガ（評価）	得体 の 知れ ない	0.11105
ネガ（評価）	底 が 知れ ない	0.11105
ポジ（評価）	豊潤 と	0.11086549999999999
ポジ（評価）	和らぐ	0.11041199999999998
ポジ（評価）	明達 と	0.11014600000000004
ポジ（評価）	多能 だ	0.11002
ポジ（評価）	多能 です	0.11002
ポジ（評価）	多能 の	0.11002
ネガ（評価）	野暮天 の	0.109018
ネガ（評価）	野暮天 です	0.109018
ネガ（評価）	野暮天 だ	0.109018
ポジ（評価）	目抜き だ	0.10424800000000001
ポジ（評価）	目抜き の	0.10424800000000001
ポジ（評価）	目抜き です	0.10424800000000001
ポジ（経験）	実る	0.102727
ポジ（評価）	敬服	0.10083500000000001
ポジ（評価）	殖やす こと が できる	0.0998567
ポジ（評価）	殖やす こと は できる	0.0998567
ポジ（評価）	感動 的 です	0.0995865
ポジ（評価）	感動 的 だ	0.0995865
ネガ（評価）	愚直 だ	0.0912053
ネガ（評価）	愚直 の	0.0912053
ネガ（評価）	愚直 です	0.0912053
ポジ（評価）	知性 的 です	0.0905447
ポジ（評価）	知性 的 だ	0.0905447
ポジ（評価）	天空海闊 と	0.088299
ポジ（評価）	完全 無欠 と	0.083164
ポジ（評価）	名 機	0.0783405
ポジ（評価）	沈毅 です	0.07440369999999999
ポジ（評価）	沈毅 だ	0.07440369999999999
ネガ（評価）	悪達者 だ	0.0711477
ネガ（評価）	悪達者 です	0.0711477
ネガ（評価）	悪達者 の	0.0711477
ポジ（評価）	不抜 と	0.07019100000000002
ネガ（評価）	言語道断 の	0.06681369999999999
ネガ（評価）	言語道断 です	0.06681369999999999
ネガ（評価）	言語道断 だ	0.06681369999999999
ポジ（評価）	きらめく	0.0639273
ポジ（評価）	燦燦 だ	0.0636139
ポジ（評価）	燦燦 です	0.0636139
ポジ（評価）	燦燦 の	0.0636139
ポジ（経験）	澄む	0.0620172
ポジ（評価）	澄ん だ	0.0620172
ポジ（経験）	授かる	0.0570221
ポジ（評価）	至便 です	0.0543953
ポジ（評価）	至便 の	0.0543953
ポジ（評価）	至便 だ	0.0543953
ポジ（評価）	別嬪 と	0.05434599999999999
ポジ（評価）	事足りる	0.054193700000000004
ポジ（評価）	高潔 だ	0.0538952
ポジ（評価）	高潔 です	0.0538952
ネガ（評価）	命知らず の	0.05133480000000001
ネガ（評価）	命知らず です	0.05133480000000001
ネガ（評価）	命知らず だ	0.05133480000000001
ネガ（評価）	安普請 的 です	0.0373594
ネガ（評価）	安普請 的 だ	0.0373594
ネガ（評価）	無礼 窮まり ない	0.0345191
ポジ（評価）	映える	0.0326959
ポジ（評価）	さりげ ない	0.0295003
ネガ（評価）	文無し と	0.029238499999999987
ポジ（経験）	揃う	0.028823200000000004
ポジ（評価）	三拍子 揃う	0.028823200000000004
ポジ（評価）	外柔内剛 と	0.028118500000000005
ネガ（評価）	内弁慶 だ	0.027231
ネガ（評価）	内弁慶 の	0.027231
ネガ（評価）	内弁慶 です	0.027231
ポジ（評価）	適格 です	0.025903
ポジ（評価）	適格 だ	0.025903
ポジ（評価）	適格 の	0.025903
ポジ（評価）	釣合う	0.0256649
ネガ（評価）	恬然 の	0.025656
ポジ（評価）	閑閑 と	0.02502550000000002
ネガ（評価）	馬耳東風 です	0.024762799999999998
ネガ（評価）	馬耳東風 の	0.024762799999999998
ネガ（評価）	馬耳東風 だ	0.024762799999999998
ポジ（評価）	該博 の	0.0224603
ポジ（評価）	該博 です	0.0224603
ポジ（評価）	該博 だ	0.0224603
ネガ（評価）	悲壮 と	0.018201500000000023
ポジ（評価）	泰然 自若 と	0.01687333333333334
ポジ（評価）	澄明 の	0.016335299999999997
ポジ（評価）	澄明 です	0.016335299999999997
ポジ（評価）	澄明 だ	0.016335299999999997
ポジ（評価）	余裕綽綽 と	0.012806000000000012
ネガ（経験）	諦める	0.0123167
ポジ（評価）	諦め の いい	0.0123167
ネガ（評価）	諦め の 悪い	0.0123167
ポジ（評価）	諦め られる	0.0123167
ポジ（評価）	口上手 と	0.011380500000000002
ネガ（評価）	向う見ず だ	0.0102152
ネガ（評価）	向う見ず です	0.0102152
ネガ（評価）	無愛敬 の	0.00999662
ネガ（評価）	無愛敬 です	0.00999662
ネガ（評価）	無愛敬 だ	0.00999662
ネガ（評価）	型 に はまる	0.00992218
ネガ（評価）	竜頭蛇尾 の	0.00956356
ネガ（評価）	竜頭蛇尾 です	0.00956356
ネガ（評価）	竜頭蛇尾 だ	0.00956356
ポジ（評価）	クリア だ	0.00685457
ネガ（経験）	うんざり	0.00565929
ポジ（経験）	信じる	0.00328739
ネガ（評価）	信じ がたい	0.00328739
ネガ（評価）	味 も そっけ も ない	0.00221645
ネガ（評価）	そっけ ない	0.00221645
ネガ（評価）	味 も そっけ も 無い	0.00221645
ポジ（評価）	颯爽 の	0.00179936
ポジ（評価）	颯爽 だ	0.00179936
ポジ（評価）	颯爽 です	0.00179936
ポジ（評価）	適する	0.0009352160000000001
ポジ（評価）	上級 だ	0.0
ネガ（評価）	翳り です	0.0
ネガ（評価）	耄碌	0.0
ネガ（評価）	聊爾 だ	0.0
ネガ（評価）	聊爾 です	0.0
ポジ（評価）	流せる	0.0
ポジ（評価）	流す こと は できる	0.0
ネガ（評価）	腑抜け だ	0.0
ネガ（評価）	腑抜け です	0.0
ネガ（評価）	腑抜け の	0.0
ネガ（評価）	茫漠 です	0.0
ネガ（評価）	茫漠 の	0.0
ポジ（評価）	流す こと が できる	0.0
ポジ（評価）	裏切る ない	0.0
ネガ（評価）	褊狭 だ	0.0
ネガ（評価）	褊狭 です	0.0
ネガ（評価）	褊狭 の	0.0
ネガ（評価）	訝しい	0.0
ネガ（評価）	諤々 です	0.0
ネガ（評価）	諤々 の	0.0
ポジ（評価）	理性 的 です	0.0
ポジ（評価）	理性 的 だ	0.0
ポジ（評価）	利す	0.0
ポジ（評価）	浴びる こと は できる	0.0
ネガ（評価）	翳り の	0.0
ネガ（評価）	翳り だ	0.0
ネガ（評価）	躁急 だ	0.0
ネガ（評価）	獰猛 の	0.0
ネガ（評価）	狡獪 だ	0.0
ネガ（評価）	狡獪 です	0.0
ネガ（評価）	狡獪 の	0.0
ネガ（評価）	猥雑 だ	0.0
ネガ（評価）	猥雑 です	0.0
ネガ（評価）	猥雑 の	0.0
ネガ（評価）	猥褻 だ	0.0
ネガ（評価）	猥褻 です	0.0
ネガ（評価）	獰猛 だ	0.0
ネガ（評価）	獰猛 です	0.0
ネガ（評価）	瑣細 だ	0.0
ネガ（評価）	羞悪 の	0.0
ネガ（評価）	瑣細 です	0.0
ネガ（評価）	瑣末 だ	0.0
ネガ（評価）	瑣末 です	0.0
ネガ（評価）	疚しい	0.0
ネガ（評価）	癇 に 障る	0.0
ネガ（評価）	穢い	0.0
ネガ（評価）	穢らしい	0.0
ネガ（評価）	穢らわしい	0.0
ネガ（評価）	羞悪 だ	0.0
ネガ（評価）	羞悪 です	0.0
ネガ（評価）	贅沢 すぎる	0.0
ネガ（評価）	遽しい	0.0
ネガ（評価）	躁急 です	0.0
ポジ（経験）	まぬがれる	0.0
ポジ（経験）	ぬぐえる	0.0
ポジ（経験）	はかどる	0.0
ポジ（経験）	はがせる	0.0
ポジ（経験）	はずせる	0.0
ポジ（評価）	浴びる こと が できる	0.0
ポジ（経験）	はたせる	0.0
ポジ（経験）	ほっと する	0.0
ポジ（経験）	ほめる	0.0
ポジ（経験）	ほれる	0.0
ポジ（経験）	ほれ込む	0.0
ポジ（経験）	みたす	0.0
ネガ（評価）	狡猾 だ	0.0
ポジ（経験）	もてなし て もらう	0.0
ポジ（経験）	やせる	0.0
ポジ（経験）	よろこぶ	0.0
ポジ（経験）	ストレス が ない	0.0
ポジ（評価）	欲張る ない	0.0
ポジ（経験）	扱う こと が できる	0.0
ポジ（経験）	扱う こと は できる	0.0
ポジ（経験）	扱える	0.0
ポジ（経験）	慰め て もらう	0.0
ポジ（経験）	移す こと が できる	0.0
ポジ（経験）	なおる	0.0
ポジ（経験）	できあがる	0.0
ポジ（経験）	そろう	0.0
ポジ（経験）	すすめる	0.0
ネガ（評価）	鄙劣 だ	0.0
ネガ（評価）	鄙劣 です	0.0
ネガ（評価）	鄙猥 だ	0.0
ネガ（評価）	鄙猥 です	0.0
ネガ（評価）	鄙陋 だ	0.0
ネガ（評価）	鄙陋 です	0.0
ネガ（評価）	鄙陋 の	0.0
ネガ（評価）	陋劣 だ	0.0
ネガ（評価）	陋劣 です	0.0
ネガ（評価）	驕傲 だ	0.0
ネガ（評価）	驕傲 です	0.0
ネガ（評価）	驕傲 の	0.0
ネガ（評価）	驕奢 だ	0.0
ネガ（評価）	驕奢 です	0.0
ポジ（経験）		0.0
ポジ（経験）	あこがれる	0.0
ポジ（経験）	あじわう	0.0
ポジ（経験）	かなう	0.0
ポジ（経験）	こだわり が ある	0.0
ポジ（経験）	したう	0.0
ポジ（経験）	すがすがしい	0.0
ネガ（評価）	狡猾 です	0.0
ネガ（評価）	狡い	0.0
ネガ（評価）	狡辛い	0.0
ネガ（評価）	冷然 だ	0.0
ネガ（評価）	累卵 だ	0.0
ネガ（評価）	累卵 です	0.0
ネガ（評価）	累卵 の	0.0
ネガ（評価）	冷やか だ	0.0
ネガ（評価）	冷やか です	0.0
ネガ（評価）	冷ややか だ	0.0
ネガ（評価）	冷ややか です	0.0
ネガ（評価）	冷酷 だ	0.0
ネガ（評価）	冷酷 です	0.0
ネガ（評価）	冷酷 の	0.0
ネガ（評価）	冷然 です	0.0
ネガ（評価）	労しい	0.0
ネガ（評価）	冷然 の	0.0
ネガ（評価）	冷淡 だ	0.0
ネガ（評価）	冷淡 です	0.0
ネガ（評価）	劣 だ	0.0
ネガ（評価）	劣 です	0.0
ネガ（評価）	劣 の	0.0
ネガ（評価）	劣る	0.0
ネガ（評価）	憐れ だ	0.0
ネガ（評価）	憐れ です	0.0
ネガ（評価）	蓮っ葉 だ	0.0
ネガ（評価）	淋しい	0.0
ネガ（評価）	力無げ です	0.0
ネガ（評価）	力無げ だ	0.0
ポジ（評価）	流麗 です	0.0
ネガ（評価）	欲張り の	0.0
ネガ（評価）	頼み少ない	0.0
ネガ（評価）	頼め ない	0.0
ポジ（評価）	力持ち です	0.0
ポジ（評価）	力持ち だ	0.0
ネガ（評価）	落ちぶれる	0.0
ポジ（評価）	涼やか です	0.0
ネガ（評価）	落ち着き の ない	0.0
ネガ（評価）	落ち着き の 無い	0.0
ネガ（評価）	乱脈 だ	0.0
ネガ（評価）	乱脈 です	0.0
ネガ（評価）	率爾 だ	0.0
ネガ（評価）	率爾 です	0.0
ネガ（評価）	率爾 の	0.0
ポジ（評価）	涼やか だ	0.0
ポジ（評価）	凌駕	0.0
ポジ（評価）	凌ぐ	0.0
ポジ（評価）	粒ぞろい の	0.0
ポジ（評価）	粒ぞろい です	0.0
ポジ（評価）	粒ぞろい だ	0.0
ポジ（評価）	溜飲 が 下がる	0.0
ネガ（評価）	蓮っ葉 です	0.0
ネガ（評価）	話 に なら ない	0.0
ポジ（経験）	移せる	0.0
ネガ（評価）	懦弱 だ	0.0
ネガ（評価）	怱忙 だ	0.0
ネガ（評価）	怱忙 です	0.0
ネガ（評価）	怱忙 の	0.0
ポジ（評価）	流麗 だ	0.0
ネガ（評価）	悄然 だ	0.0
ネガ（評価）	悄然 です	0.0
ネガ（評価）	悄然 の	0.0
ネガ（評価）	慄然 だ	0.0
ネガ（評価）	慄然 です	0.0
ネガ（評価）	慄然 の	0.0
ネガ（評価）	懦弱 です	0.0
ネガ（評価）	佶屈 だ	0.0
ネガ（評価）	懶い	0.0
ポジ（評価）	流行	0.0
ネガ（評価）	朧 だ	0.0
ネガ（評価）	朧 です	0.0
ネガ（評価）	鬱陶しい	0.0
ネガ（評価）	渾沌 だ	0.0
ネガ（評価）	渾沌 です	0.0
ネガ（評価）	渾沌 の	0.0
ネガ（評価）	熾烈 だ	0.0
ネガ（評価）	熾烈 です	0.0
ネガ（評価）	嶮難 です	0.0
ネガ（評価）	嶮難 だ	0.0
ネガ（評価）	尠少 です	0.0
ネガ（評価）	尠少 だ	0.0
ネガ（評価）	佶屈 です	0.0
ネガ（評価）	侘しい	0.0
ネガ（評価）	傲岸 だ	0.0
ネガ（評価）	傲岸 です	0.0
ネガ（評価）	凛冽 だ	0.0
ネガ（評価）	凛冽 です	0.0
ネガ（評価）	凛冽 の	0.0
ネガ（評価）	吝ん坊 だ	0.0
ネガ（評価）	吝ん坊 です	0.0
ネガ（評価）	吝ん坊 の	0.0
ネガ（評価）	埒 が あく ない	0.0
ネガ（評価）	奢る	0.0
ネガ（評価）	奸悪 だ	0.0
ネガ（評価）	奸悪 です	0.0
ネガ（評価）	奸悪 の	0.0
ネガ（評価）	奸賊 だ	0.0
ネガ（評価）	奸賊 です	0.0
ネガ（評価）	奸賊 の	0.0
ネガ（評価）	寥寥 だ	0.0
ネガ（評価）	寥寥 です	0.0
ネガ（評価）	寥寥 の	0.0
ポジ（経験）	移す こと は できる	0.0
ポジ（経験）	育つ	0.0
ネガ（評価）	欲張り だ	0.0
ポジ（経験）	動か せる	0.0
ポジ（経験）	貯える	0.0
ポジ（経験）	貯める	0.0
ポジ（経験）	調う	0.0
ポジ（経験）	調べる こと が できる	0.0
ポジ（経験）	調べる こと は できる	0.0
ポジ（経験）	調べる て もらう	0.0
ポジ（経験）	跳べる	0.0
ポジ（評価）	目出度い	0.0
ポジ（評価）	目指せ る	0.0
ポジ（評価）	目指す こと は できる	0.0
ポジ（経験）	動かす こと が できる	0.0
ポジ（評価）	問題 ない	0.0
ポジ（経験）	動かす こと は できる	0.0
ポジ（経験）	動く こと が できる	0.0
ポジ（経験）	動く こと は できる	0.0
ポジ（経験）	動ける	0.0
ポジ（経験）	導く こと が できる	0.0
ポジ（経験）	導く こと は できる	0.0
ポジ（経験）	導ける	0.0
ポジ（評価）	目指す こと が できる	0.0
ポジ（経験）	匂う	0.0
ポジ（経験）	入れ て もらう	0.0
ポジ（経験）	蓄える	0.0
ポジ（評価）	役だつ	0.0
ポジ（評価）	欲 の ない	0.0
ポジ（経験）	待ち遠しい	0.0
ポジ（評価）	優等生 的 だ	0.0
ポジ（経験）	盛り上げる	0.0
ポジ（経験）	掻き立てる	0.0
ポジ（経験）	送っ て もらう	0.0
ポジ（経験）	贈る	0.0
ポジ（評価）	優等生 の	0.0
ポジ（経験）	足る	0.0
ポジ（評価）	優等生 です	0.0
ポジ（経験）	揃える こと が できる	0.0
ポジ（経験）	揃える こと は できる	0.0
ポジ（評価）	優等生 だ	0.0
ポジ（評価）	役に立つ	0.0
ポジ（評価）	優先 的 です	0.0
ポジ（評価）	優先 的 だ	0.0
ポジ（経験）	断ち切る	0.0
ポジ（経験）	断切る	0.0
ポジ（経験）	暖める	0.0
ポジ（評価）	優生 の	0.0
ポジ（経験）	知ら せ て もらう	0.0
ポジ（評価）	優生 です	0.0
ポジ（評価）	優生 だ	0.0
ポジ（評価）	愉しい	0.0
ポジ（経験）	買い戻せる	0.0
ポジ（経験）	薄らぐ	0.0
ポジ（経験）	付き合う	0.0
ポジ（評価）	あでやか だ	0.0
ポジ（経験）	揉ん で もらう	0.0
